OBJECTID,ACCIDENT_NO,ACCIDENT_STATUS,ACCIDENT_DATE,ALCOHOLTIME,ACCIDENT_TYPE,DAY_OF_WEEK,DCA_CODE,HIT_RUN_FLAG,LIGHT_CONDITION,POLICE_ATTEND,ROAD_GEOMETRY,SEVERITY,SPEED_ZONE,RUN_OFFROAD,LONGITUDE,LATITUDE,NODE_TYPE,LGA_NAME,REGION_NAME,TOTAL_PERSONS,INJ_OR_FATAL,FATALITY,SERIOUSINJURY,OTHERINJURY,NONINJURED,MALES,FEMALES,BICYCLIST,PASSENGER,DRIVER,PEDESTRIAN,PILLION,MOTORIST,UNKNOWN,PED_CYCLIST_5_12,PED_CYCLIST_13_18,OLD_PEDESTRIAN,OLD_DRIVER,YOUNG_DRIVER,UNLICENCSED,NO_OF_VEHICLES,HEAVYVEHICLE,PASSENGERVEHICLE,MOTORCYCLE,PUBLICVEHICLE,DEG_URBAN_NAME,DEG_URBAN_ALL,LGA_NAME_ALL,REGION_NAME_ALL,SRNS_ALL,RMA,RMA_ALL,STAT_DIV_NAME,Year,ALCOHOL_RELATED
3473893,T20190000392,Finished,7/1/2019,Yes,Collision with vehicle,Monday,HEAD ON (NOT OVERTAKING),No,Dark Street lights on,Yes,T intersection,Other injury accident,50 km/hr,No,144.88814,-37.69324,Intersection,HUME,METROPOLITAN NORTH WEST REGION,2,2,0,0,2,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,MELB_URBAN,MELB_URBAN,HUME,METROPOLITAN NORTH WEST REGION,,Local Road,Local Road,Metro,2019,0
3473894,T20190000394,Finished,8/1/2019,Yes,Struck animal,Monday,STRUCK ANIMAL,No,Dark Street lights on,Yes,Not at intersection,Other injury accident,50 km/hr,No,145.35574,-38.5088,Non-Intersection,BASS COAST,EASTERN REGION,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,SMALL_TOWNS,SMALL_TOWNS,BASS COAST,"EASTERN REGION,EASTERN REGION",,Local Road,Local Road,Country,2019,0
3473895,T20190000400,Finished,8/1/2019,Yes,Struck animal,Tuesday,STRUCK ANIMAL,No,Dark No street lights,Yes,Not at intersection,Other injury accident,110 km/hr,No,143.88496,-37.54076,Non-Intersection,BALLARAT,WESTERN REGION,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,RURAL_VICTORIA,RURAL_VICTORIA,BALLARAT,WESTERN REGION,M,Freeway,Freeway,Country,2019,0
3473896,T20190000403,Finished,7/1/2019,No,Collision with vehicle,Monday,HEAD ON (NOT OVERTAKING),No,Day,Yes,Not at intersection,Fatal accident,110 km/hr,No,142.69171,-35.24154,Non-Intersection,BULOKE,NORTHERN REGION,2,2,1,0,1,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,RURAL_VICTORIA,RURAL_VICTORIA,BULOKE,NORTHERN REGION,A,Arterial Highway,Arterial Highway,Country,2019,0
3473897,T20190000405,Finished,8/1/2019,No,Collision with a fixed object,Tuesday,OUT OF CONTROL (OVERTAKING),No,Day,Yes,Not at intersection,Other injury accident,60 km/hr,Yes,146.87046,-36.14691,Non-Intersection,WODONGA,NORTH EASTERN REGION,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,SMALL_CITIES,SMALL_CITIES,WODONGA,NORTH EASTERN REGION,C,Local Road,Local Road,Country,2019,0
3473898,T20190000406,Finished,7/1/2019,No,Collision with a fixed object,Sunday,RIGHT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,No,Day,Yes,Cross intersection,Serious injury accident,60 km/hr,Yes,144.9903,-37.89372,Intersection,BAYSIDE,METROPOLITAN SOUTH EAST REGION,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,MELB_URBAN,MELB_URBAN,BAYSIDE,METROPOLITAN SOUTH EAST REGION,,Arterial Other,"Arterial Other,Local Road",Metro,2019,0
3473900,T20190000412,Finished,7/1/2019,Yes,Collision with vehicle,Sunday,REAR END(VEHICLES IN SAME LANE),No,Day,Yes,Not at intersection,Other injury accident,70 km/hr,No,144.9914,-37.80941,Non-Intersection,YARRA,METROPOLITAN NORTH WEST REGION,4,1,0,0,1,3,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,MELB_URBAN,MELB_URBAN,YARRA,METROPOLITAN NORTH WEST REGION,,Arterial Highway,Arterial Highway,Metro,2019,0
3473901,T20190000414,Finished,6/1/2019,No,Collision with vehicle,,LEFT REAR,No,Day,No,Cross intersection,Other injury accident,60 km/hr,No,146.71981,-36.55834,Intersection,ALPINE,NORTH EASTERN REGION,4,1,0,0,1,3,2,2,0,2,2,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,TOWNS,TOWNS,ALPINE,NORTH EASTERN REGION,"B,C",Arterial Highway,"Arterial Highway,Local Road,Arterial Other",Country,2019,0
3473902,T20190000419,Finished,8/1/2019,No,Collision with vehicle,Tuesday,CROSS TRAFFIC(INTERSECTIONS ONLY),No,Day,Yes,Cross intersection,Other injury accident,50 km/hr,No,145.64918,-35.91771,Intersection,MOIRA,NORTH EASTERN REGION,2,1,0,0,1,1,1,1,0,0,2,0,0,0,0,0,0,0,2,0,0,2,0,2,0,0,TOWNS,TOWNS,MOIRA,NORTH EASTERN REGION,,Local Road,Local Road,Country,2019,0
3473903,T20190000430,Finished,8/1/2019,No,Collision with vehicle,Monday,REAR END(VEHICLES IN SAME LANE),No,Day,Yes,Not at intersection,Other injury accident,70 km/hr,No,144.72975,-36.14146,Non-Intersection,CAMPASPE,NORTHERN REGION,10,2,0,0,2,8,5,4,0,7,3,0,0,0,0,0,0,0,0,1,1,3,0,2,0,0,SMALL_CITIES,SMALL_CITIES,CAMPASPE,NORTHERN REGION,B,Arterial Highway,Arterial Highway,Country,2019,0
3473904,T20190000907,Finished,16/1/2019,No,Collision with vehicle,Tuesday,HEAD ON (NOT OVERTAKING),No,Day,Yes,Not at intersection,Other injury accident,70 km/hr,No,145.33895,-37.86069,Non-Intersection,YARRA RANGES,METROPOLITAN SOUTH EAST REGION,2,1,0,0,1,1,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2,0,1,1,0,MELB_URBAN,MELB_URBAN,YARRA RANGES,METROPOLITAN SOUTH EAST REGION,,Arterial Other,Arterial Other,Metro,2019,0
3473905,T20190000909,Finished,16/1/2019,No,Collision with vehicle,Wednesday,RIGHT THROUGH,No,Day,Yes,T intersection,Other injury accident,60 km/hr,No,145.24107,-36.44249,Intersection,SHEPPARTON,NORTH EASTERN REGION,2,1,0,0,1,1,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2,1,0,1,0,TOWNS,TOWNS,SHEPPARTON,NORTH EASTERN REGION,,Local Road,Local Road,Country,2019,0
3473906,T20190000915,Finished,15/1/2019,Yes,Collision with vehicle,Monday,CROSS TRAFFIC(INTERSECTIONS ONLY),No,Day,Yes,Cross intersection,Other injury accident,60 km/hr,No,144.82693,-37.78798,Intersection,BRIMBANK,METROPOLITAN NORTH WEST REGION,3,1,0,0,1,2,2,1,0,1,2,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,MELB_URBAN,MELB_URBAN,BRIMBANK,METROPOLITAN NORTH WEST REGION,,Arterial Other,"Arterial Other,Local Road",Metro,2019,0
3473907,T20190000917,Finished,16/1/2019,No,Collision with vehicle,Tuesday,LANE CHANGE RIGHT (NOT OVERTAKING),No,Unk.,No,Not at intersection,Other injury accident,50 km/hr,No,144.97193,-37.80894,Non-Intersection,MELBOURNE,METROPOLITAN NORTH WEST REGION,2,1,0,0,1,1,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,MELBOURNE_CBD,"MELBOURNE_CBD,MELB_URBAN",MELBOURNE,METROPOLITAN NORTH WEST REGION,,Local Road,Local Road,Metro,2019,0
3473908,T20190000918,Finished,16/1/2019,No,Collision with vehicle,Wednesday,REAR END(VEHICLES IN SAME LANE),No,Day,Yes,Cross intersection,Other injury accident,40 km/hr,No,144.96874,-37.80816,Intersection,MELBOURNE,METROPOLITAN NORTH WEST REGION,3,1,0,0,1,2,3,0,0,0,2,0,0,1,0,0,0,0,0,0,0,3,1,1,1,0,MELBOURNE_CBD,"MELBOURNE_CBD,MELB_URBAN",MELBOURNE,METROPOLITAN NORTH WEST REGION,,Local Road,Local Road,Metro,2019,0
3473910,T20190000925,Finished,16/1/2019,No,Collision with vehicle,Tuesday,REAR END(VEHICLES IN SAME LANE),No,Day,Yes,Not at intersection,Other injury accident,80 km/hr,No,145.2182,-37.99589,Non-Intersection,DANDENONG,METROPOLITAN SOUTH EAST REGION,2,2,0,0,2,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,MELB_URBAN,MELB_URBAN,DANDENONG,METROPOLITAN SOUTH EAST REGION,,Arterial Highway,Arterial Highway,Metro,2019,0
3473911,T20190000928,Finished,16/1/2019,No,Collision with a fixed object,Wednesday,RIGHT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,No,Day,Yes,Not at intersection,Serious injury accident,100 km/hr,Yes,142.51092,-37.04901,Non-Intersection,NORTHERN GRAMPIANS,WESTERN REGION,2,2,0,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,RURAL_VICTORIA,RURAL_VICTORIA,NORTHERN GRAMPIANS,WESTERN REGION,,Local Road,Local Road,Country,2019,0
3473912,T20190000930,Finished,16/1/2019,No,Collision with vehicle,Wednesday,REAR END(VEHICLES IN SAME LANE),No,Day,Yes,Not at intersection,Other injury accident,80 km/hr,No,145.28343,-37.88518,Non-Intersection,KNOX,METROPOLITAN SOUTH EAST REGION,2,1,0,0,1,1,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2,0,1,1,0,MELB_URBAN,MELB_URBAN,KNOX,METROPOLITAN SOUTH EAST REGION,,Arterial Highway,Arterial Highway,Metro,2019,0
3473913,T20190000938,Finished,16/1/2019,No,Collision with vehicle,Wednesday,CROSS TRAFFIC(INTERSECTIONS ONLY),No,Day,Yes,Cross intersection,Other injury accident,50 km/hr,No,145.01889,-37.73159,Intersection,DAREBIN,METROPOLITAN NORTH WEST REGION,6,2,0,0,2,4,2,4,0,4,2,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,MELB_URBAN,MELB_URBAN,DAREBIN,METROPOLITAN NORTH WEST REGION,,Local Road,Local Road,Metro,2019,0
3473914,T20190000939,Finished,16/1/2019,Yes,Collision with vehicle,Tuesday,CROSS TRAFFIC(INTERSECTIONS ONLY),No,Day,Yes,Cross intersection,Other injury accident,80 km/hr,No,145.28321,-38.08307,Intersection,CASEY,METROPOLITAN SOUTH EAST REGION,3,3,0,0,3,0,1,2,0,1,2,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,MELB_URBAN,MELB_URBAN,CASEY,METROPOLITAN SOUTH EAST REGION,,Arterial Other,"Arterial Other,Local Road",Metro,2019,0
3473915,T20190000942,Finished,16/1/2019,Yes,Struck Pedestrian,Wednesday,FAR SIDE. PED HIT BY VEHICLE FROM THE LEFT,Yes,Dusk/Dawn,Yes,Not at intersection,Other injury accident,60 km/hr,No,144.34526,-38.14654,Non-Intersection,GEELONG,SOUTH WESTERN REGION,2,2,0,0,2,0,2,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,LARGE_PROVINCIAL_CITIES,LARGE_PROVINCIAL_CITIES,GEELONG,SOUTH WESTERN REGION,B,Arterial Highway,Arterial Highway,Country,2019,0
3473916,T20190000943,Finished,16/1/2019,Yes,Struck Pedestrian,Tuesday,PED NEAR SIDE. PED HIT BY VEHICLE FROM THE RIGHT.,No,Dark Street lights on,Yes,T intersection,Other injury accident,40 km/hr,No,144.97857,-37.82338,Intersection,MELBOURNE,METROPOLITAN NORTH WEST REGION,2,1,0,0,1,1,2,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,MELB_URBAN,MELB_URBAN,MELBOURNE,METROPOLITAN NORTH WEST REGION,,Freeway,"Freeway,Arterial Highway",Metro,2019,0
3473943,T20190000432,Finished,8/1/2019,No,Collision with vehicle,Tuesday,LEFT TURN SIDESWIPE,No,Day,Yes,T intersection,Serious injury accident,50 km/hr,No,144.94214,-37.78757,Intersection,MELBOURNE,METROPOLITAN NORTH WEST REGION,2,1,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,2,0,1,0,0,MELB_URBAN,MELB_URBAN,MELBOURNE,METROPOLITAN NORTH WEST REGION,,Local Road,Local Road,Metro,2019,0
3473944,T20190000434,Finished,8/1/2019,No,Collision with vehicle,Tuesday,RIGHT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,No,Day,Yes,T intersection,Serious injury accident,80 km/hr,Yes,144.7954,-37.81432,Intersection,WYNDHAM,METROPOLITAN NORTH WEST REGION,5,3,0,1,2,2,5,0,0,1,4,0,0,0,0,0,0,0,0,0,0,4,2,2,0,0,MELB_URBAN,MELB_URBAN,WYNDHAM,METROPOLITAN NORTH WEST REGION,,Arterial Other,"Arterial Other,Local Road",Metro,2019,0
3473945,T20190000443,Finished,8/1/2019,No,Collision with a fixed object,Monday,RIGHT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,No,Day,Yes,Not at intersection,Other injury accident,100 km/hr,Yes,145.22017,-38.46731,Non-Intersection,BASS COAST,EASTERN REGION,2,1,0,0,1,1,2,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,RURAL_VICTORIA,RURAL_VICTORIA,BASS COAST,"EASTERN REGION,EASTERN REGION",,Local Road,Local Road,Country,2019,0
3473946,T20190000445,Finished,8/1/2019,No,collision with some other object,Tuesday,STRUCK OBJECT ON CARRIAGEWAY,No,Day,Yes,Not at intersection,Other injury accident,80 km/hr,No,144.89416,-37.73369,Non-Intersection,MOONEE VALLEY,METROPOLITAN NORTH WEST REGION,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,MELB_URBAN,MELB_URBAN,MOONEE VALLEY,METROPOLITAN NORTH WEST REGION,M,Freeway,Freeway,Metro,2019,0
3473947,T20190000449,Finished,8/1/2019,No,Collision with vehicle,Tuesday,REAR END(VEHICLES IN SAME LANE),No,Dusk/Dawn,Yes,Not at intersection,Other injury accident,60 km/hr,No,144.73663,-37.85316,Non-Intersection,WYNDHAM,METROPOLITAN NORTH WEST REGION,4,2,0,0,2,2,2,2,0,1,3,0,0,0,0,0,0,0,0,1,0,3,0,3,0,0,MELB_URBAN,"RURAL_VICTORIA,MELB_URBAN",WYNDHAM,METROPOLITAN NORTH WEST REGION,,Arterial Other,Arterial Other,Metro,2019,0
3473949,T20190000456,Finished,8/1/2019,Yes,Struck Pedestrian,Tuesday,PED NEAR SIDE. PED HIT BY VEHICLE FROM THE RIGHT.,No,Dark Street lights on,Yes,Cross intersection,Serious injury accident,40 km/hr,No,144.95756,-37.82036,Intersection,MELBOURNE,METROPOLITAN NORTH WEST REGION,2,1,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,MELBOURNE_CBD,"MELBOURNE_CBD,MELB_URBAN",MELBOURNE,METROPOLITAN NORTH WEST REGION,,Arterial Highway,"Arterial Highway,Local Road,Arterial Other",Metro,2019,0
3473950,T20190000458,Finished,9/1/2019,Yes,Collision with a fixed object,Tuesday,OFF END OF ROAD/T-INTERSECTION.,No,Dark Street lights on,Yes,T intersection,Serious injury accident,50 km/hr,No,145.05638,-37.88594,Intersection,GLEN EIRA,METROPOLITAN SOUTH EAST REGION,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,MELB_URBAN,MELB_URBAN,GLEN EIRA,METROPOLITAN SOUTH EAST REGION,,Local Road,Local Road,Metro,2019,0
3473951,T20190000463,Finished,9/1/2019,Yes,Collision with vehicle,Tuesday,CROSS TRAFFIC(INTERSECTIONS ONLY),No,Dusk/Dawn,No,Cross intersection,Other injury accident,60 km/hr,No,143.81046,-37.56983,Intersection,BALLARAT,WESTERN REGION,2,1,0,0,1,1,2,0,0,0,2,0,0,0,0,0,0,0,0,1,0,2,0,2,0,0,LARGE_PROVINCIAL_CITIES,LARGE_PROVINCIAL_CITIES,BALLARAT,WESTERN REGION,C,Arterial Other,Arterial Other,Country,2019,0
3473952,T20190000471,Finished,9/1/2019,No,Collision with vehicle,Tuesday,REAR END(VEHICLES IN SAME LANE),No,Day,Yes,Not at intersection,Other injury accident,100 km/hr,No,145.26122,-37.99376,Non-Intersection,CASEY,METROPOLITAN SOUTH EAST REGION,2,1,0,0,1,1,1,1,0,0,2,0,0,0,0,0,0,0,0,1,0,2,0,2,0,0,MELB_URBAN,MELB_URBAN,CASEY,METROPOLITAN SOUTH EAST REGION,M,Freeway,Freeway,Metro,2019,0
3473953,T20190000473,Finished,8/1/2019,No,Collision with vehicle,Tuesday,LANE CHANGE LEFT (NOT OVERTAKING),No,Day,Not known,T intersection,Other injury accident,40 km/hr,No,144.89128,-37.77631,Intersection,MARIBYRNONG,METROPOLITAN NORTH WEST REGION,2,1,0,0,1,1,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,MELB_URBAN,MELB_URBAN,MARIBYRNONG,METROPOLITAN NORTH WEST REGION,,Arterial Other,"Arterial Other,Local Road",Metro,2019,0
3473955,T20190000475,Finished,8/1/2019,No,Collision with vehicle,Tuesday,RIGHT NEAR (INTERSECTIONS ONLY),No,Day,Yes,T intersection,Other injury accident,80 km/hr,No,143.08616,-38.31489,Intersection,CORANGAMITE,SOUTH WESTERN REGION,2,1,0,0,1,1,0,2,0,0,2,0,0,0,0,0,0,0,0,1,0,2,0,2,0,0,RURAL_VICTORIA,RURAL_VICTORIA,CORANGAMITE,SOUTH WESTERN REGION,C,Arterial Other,Arterial Other,Country,2019,0
3473956,T20190000946,Finished,16/1/2019,Yes,Collision with vehicle,Tuesday,VEHICLE COLLIDES WITH VEHICLE PARKED ON LEFT OF ROAD,No,Dark Street lights on,Yes,Not at intersection,Serious injury accident,70 km/hr,No,144.38684,-38.16922,Non-Intersection,GEELONG,SOUTH WESTERN REGION,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,2,0,2,0,0,LARGE_PROVINCIAL_CITIES,LARGE_PROVINCIAL_CITIES,GEELONG,SOUTH WESTERN REGION,B,Arterial Highway,Arterial Highway,Country,2019,0
3473957,T20190000947,Finished,1/1/2019,Yes,Collision with a fixed object,Monday,RIGHT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,No,Dark Street lights on,Yes,Not at intersection,Other injury accident,80 km/hr,Yes,144.86102,-37.82434,Non-Intersection,MARIBYRNONG,METROPOLITAN NORTH WEST REGION,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,MELB_URBAN,MELB_URBAN,MARIBYRNONG,METROPOLITAN NORTH WEST REGION,M,Freeway,Freeway,Metro,2019,0
3473959,T20190000951,Finished,17/1/2019,No,Collision with vehicle,Thursday,OUT OF CONTROL (OVERTAKING),No,Day,Yes,Not at intersection,Serious injury accident,50 km/hr,Yes,144.95845,-37.79385,Non-Intersection,MELBOURNE,METROPOLITAN NORTH WEST REGION,2,2,0,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,MELB_URBAN,MELB_URBAN,MELBOURNE,METROPOLITAN NORTH WEST REGION,,Arterial Other,Arterial Other,Metro,2019,0
3473960,T20190000953,Finished,16/1/2019,Yes,Collision with vehicle,Tuesday,HEAD ON (NOT OVERTAKING),Yes,Dark Street lights on,Yes,Not at intersection,Other injury accident,70 km/hr,No,145.31407,-38.0568,Non-Intersection,CASEY,METROPOLITAN SOUTH EAST REGION,4,2,0,0,2,2,3,0,0,2,2,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,MELB_URBAN,MELB_URBAN,CASEY,METROPOLITAN SOUTH EAST REGION,,Local Road,Local Road,Metro,2019,0
3473961,T20190000956,Finished,17/1/2019,No,Collision with vehicle,Thursday,VEHICLE STRIKES DOOR OF PARKED/STATIONARY VEHICLE,No,Day,Yes,Not at intersection,Other injury accident,40 km/hr,No,145.00796,-37.81129,Non-Intersection,YARRA,METROPOLITAN NORTH WEST REGION,2,1,0,0,1,1,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,MELB_URBAN,MELB_URBAN,YARRA,METROPOLITAN NORTH WEST REGION,,Arterial Other,Arterial Other,Metro,2019,0
3473962,T20190000957,Finished,17/1/2019,No,Collision with vehicle,Wednesday,RIGHT THROUGH,No,Dusk/Dawn,Yes,Cross intersection,Serious injury accident,60 km/hr,No,145.05449,-37.84303,Non-Intersection,BOROONDARA,METROPOLITAN SOUTH EAST REGION,2,1,0,1,0,1,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2,0,1,1,0,MELB_URBAN,MELB_URBAN,BOROONDARA,METROPOLITAN SOUTH EAST REGION,,Arterial Other,Arterial Other,Metro,2019,0
3473963,T20190000969,Finished,17/1/2019,No,Collision with vehicle,Thursday,RIGHT THROUGH,No,Day,Yes,Cross intersection,Other injury accident,110 km/hr,No,145.86719,-36.60109,Intersection,BENALLA,NORTH EASTERN REGION,2,1,0,0,1,1,2,0,0,0,2,0,0,0,0,0,0,0,0,1,0,2,0,2,0,0,RURAL_VICTORIA,RURAL_VICTORIA,BENALLA,NORTH EASTERN REGION,M,Freeway,"Freeway,Local Road",Country,2019,0
3473964,T20190000970,Finished,17/1/2019,No,Collision with vehicle,Wednesday,HEAD ON (NOT OVERTAKING),No,Day,Yes,Not at intersection,Serious injury accident,100 km/hr,No,145.3875,-37.53767,Non-Intersection,MURRINDINDI,NORTH EASTERN REGION,2,1,0,1,0,1,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,RURAL_VICTORIA,RURAL_VICTORIA,"MURRINDINDI,MURRINDINDI",NORTH EASTERN REGION,C,Arterial Other,Arterial Other,Country,2019,0
3473965,T20190000971,Finished,16/1/2019,Yes,Collision with vehicle,Tuesday,REAR END(VEHICLES IN SAME LANE),No,Day,No,Not at intersection,Other injury accident,80 km/hr,No,145.12057,-37.68206,Non-Intersection,NILLUMBIK,METROPOLITAN NORTH WEST REGION,3,1,0,0,1,2,0,3,0,0,3,0,0,0,0,0,0,0,0,1,0,3,0,3,0,0,MELB_URBAN,MELB_URBAN,NILLUMBIK,METROPOLITAN NORTH WEST REGION,,Arterial Other,Arterial Other,Metro,2019,0
3473966,T20190000972,Finished,17/1/2019,No,Collision with vehicle,Thursday,RIGHT THROUGH,No,Day,Yes,T intersection,Other injury accident,60 km/hr,No,145.00246,-37.68764,Non-Intersection,WHITTLESEA,METROPOLITAN NORTH WEST REGION,4,3,0,0,3,1,0,3,0,2,2,0,0,0,0,0,0,0,0,0,1,2,0,2,0,0,MELB_URBAN,MELB_URBAN,WHITTLESEA,METROPOLITAN NORTH WEST REGION,,Arterial Other,Arterial Other,Metro,2019,0
3473967,T20190000973,Finished,17/1/2019,No,Collision with vehicle,Thursday,U TURN,No,Day,Yes,Not at intersection,Other injury accident,60 km/hr,No,144.89017,-37.85288,Non-Intersection,HOBSONS BAY,METROPOLITAN NORTH WEST REGION,3,1,0,0,1,2,2,1,0,1,2,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,MELB_URBAN,MELB_URBAN,HOBSONS BAY,METROPOLITAN NORTH WEST REGION,,Arterial Other,Arterial Other,Metro,2019,0
3473968,T20190000975,Finished,17/1/2019,No,Collision with vehicle,Thursday,HEAD ON (NOT OVERTAKING),No,Day,Yes,Not at intersection,Serious injury accident,80 km/hr,No,144.14982,-38.04931,Non-Intersection,GOLDEN PLAINS,SOUTH WESTERN REGION,2,1,0,1,0,1,2,0,0,0,2,0,0,0,0,0,0,0,1,0,0,2,1,1,0,0,TOWNS,TOWNS,GOLDEN PLAINS,SOUTH WESTERN REGION,C,Arterial Other,Arterial Other,Country,2019,0
3473996,T20190000476,Finished,6/1/2019,No,Collision with vehicle,Sunday,REAR END(VEHICLES IN SAME LANE),No,Day,No,Not at intersection,Other injury accident,Not known,No,145.29554,-37.77027,Non-Intersection,MAROONDAH,METROPOLITAN SOUTH EAST REGION,2,1,0,0,1,1,1,1,0,0,2,0,0,0,0,0,0,0,0,1,0,2,0,2,0,0,MELB_URBAN,MELB_URBAN,MAROONDAH,METROPOLITAN SOUTH EAST REGION,,Arterial Highway,Arterial Highway,Metro,2019,0
3473997,T20190000479,Finished,9/1/2019,No,Collision with vehicle,Tuesday,CROSS TRAFFIC(INTERSECTIONS ONLY),No,Day,Yes,Cross intersection,Other injury accident,60 km/hr,No,142.22913,-38.38272,Intersection,MOYNE,SOUTH WESTERN REGION,2,2,0,0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,1,0,2,0,2,0,0,TOWNS,TOWNS,MOYNE,SOUTH WESTERN REGION,A,Arterial Highway,"Arterial Highway,Local Road",Country,2019,0
3473998,T20190000481,Finished,9/1/2019,No,Collision with a fixed object,Tuesday,LEFT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,No,Day,Yes,Not at intersection,Other injury accident,100 km/hr,Yes,142.74391,-38.00744,Non-Intersection,MOYNE,SOUTH WESTERN REGION,5,5,0,0,5,0,1,4,0,4,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,RURAL_VICTORIA,RURAL_VICTORIA,MOYNE,SOUTH WESTERN REGION,B,Arterial Highway,Arterial Highway,Country,2019,0
3473999,T20190000483,Finished,9/1/2019,No,Collision with vehicle,Tuesday,REAR END(VEHICLES IN SAME LANE),No,Day,Yes,Cross intersection,Other injury accident,60 km/hr,No,145.06966,-37.67884,Intersection,WHITTLESEA,METROPOLITAN NORTH WEST REGION,3,1,0,0,1,2,1,2,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,MELB_URBAN,MELB_URBAN,WHITTLESEA,METROPOLITAN NORTH WEST REGION,C,Arterial Other,"Arterial Other,Local Road",Metro,2019,0
3474000,T20190000487,Finished,9/1/2019,No,Collision with a fixed object,Wednesday,LEFT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,No,Day,Yes,Not at intersection,Other injury accident,40 km/hr,Yes,144.30435,-36.77236,Off Road,BENDIGO,NORTHERN REGION,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,LARGE_PROVINCIAL_CITIES,LARGE_PROVINCIAL_CITIES,BENDIGO,NORTHERN REGION,,,,Country,2019,0
3474001,T20190000488,Finished,9/1/2019,No,No collision and no object struck,Wednesday,OUT OF CONTROL ON CARRIAGEWAY (ON STRAIGHT),No,Day,Yes,Not at intersection,Serious injury accident,40 km/hr,No,145.22772,-37.84854,Non-Intersection,KNOX,METROPOLITAN SOUTH EAST REGION,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,MELB_URBAN,MELB_URBAN,KNOX,METROPOLITAN SOUTH EAST REGION,,Arterial Other,Arterial Other,Metro,2019,1
