OBJECTID,Year,Value,sex
3456622,2017,1,1
3456623,2017,1,0
3456623,2017,1,1
3456624,2017,2,0
3456624,2017,0,1
3456625,2017,2,0
3456625,2017,1,1
3456626,2017,1,0
3456626,2017,2,1
3456627,2017,1,0
3456627,2017,1,1
3456628,2017,1,0
3456628,2017,1,1
3456629,2017,2,0
3456629,2017,0,1
3456630,2017,0,0
3456630,2017,2,1
3456631,2017,1,0
3456631,2017,0,1
3456632,2017,2,0
3456632,2017,0,1
3456633,2017,2,0
3456633,2017,0,1
3456634,2017,1,0
3456634,2017,0,1
3456635,2017,1,0
3456635,2017,1,1
3456636,2017,0,0
3456636,2017,1,1
3456637,2017,1,0
3456637,2017,1,1
3456638,2017,4,0
3456638,2017,0,1
3456639,2017,2,0
3456639,2017,0,1
3456640,2017,3,0
3456640,2017,1,1
3456641,2017,2,0
3456641,2017,0,1
3456642,2017,2,0
3456642,2017,0,1
3456643,2017,2,0
3456643,2017,1,1
3456644,2017,2,0
3456644,2017,0,1
3456645,2017,3,0
3456645,2017,0,1
3456646,2017,2,0
3456646,2017,1,1
3456647,2017,1,0
3456647,2017,1,1
3456648,2017,1,0
3456648,2017,1,1
3456650,2017,1,0
3456650,2017,2,1
3456651,2017,1,0
3456651,2017,2,1
3456652,2017,1,0
3456652,2017,0,1
3456653,2017,2,0
3456653,2017,1,1
3456654,2017,0,0
3456654,2017,2,1
3456655,2017,1,0
3456655,2017,1,1
3456657,2017,1,0
3456657,2017,0,1
3456658,2017,1,0
3456658,2017,0,1
3456659,2017,1,0
3456659,2017,1,1
3456660,2017,1,0
3456660,2017,0,1
3456661,2017,0,0
3456661,2017,1,1
3456662,2017,1,0
3456662,2017,1,1
3456663,2017,1,0
3456663,2017,1,1
3456664,2017,1,0
3456664,2017,0,1
3456665,2017,0,0
3456665,2017,1,1
3456666,2017,1,0
3456666,2017,0,1
3456667,2017,1,0
3456667,2017,2,1
3456668,2017,1,0
3456668,2017,0,1
3456669,2017,1,0
3456669,2017,0,1
3456670,2017,1,0
3456670,2017,1,1
3456671,2017,1,0
3456671,2017,0,1
3456672,2017,2,0
3456672,2017,0,1
3456673,2017,1,0
3456673,2017,1,1
3456674,2017,2,0
3456674,2017,0,1
3456675,2017,1,0
3456675,2017,0,1
3456676,2017,0,0
3456676,2017,1,1
3456677,2017,1,0
3456677,2017,2,1
3456678,2017,1,0
3456678,2017,0,1
3456679,2017,1,0
3456679,2017,2,1
3456680,2017,2,0
3456680,2017,1,1
3456681,2017,2,0
3456681,2017,0,1
3456682,2017,0,0
3456682,2017,2,1
3456683,2017,4,0
3456683,2017,1,1
3456684,2017,2,0
3456684,2017,0,1
3456685,2017,4,0
3456685,2017,1,1
3456686,2017,2,0
3456686,2017,2,1
3456687,2017,3,0
3456687,2017,2,1
3456688,2017,1,0
3456688,2017,0,1
3456689,2017,1,0
3456689,2017,3,1
3456690,2017,1,0
3456690,2017,1,1
3456691,2017,1,0
3456691,2017,1,1
3456692,2017,1,0
3456692,2017,1,1
3456693,2017,1,0
3456693,2017,0,1
3456694,2017,1,0
3456694,2017,2,1
3456695,2017,1,0
3456695,2017,2,1
3456696,2017,2,0
3456696,2017,1,1
3456697,2017,1,0
3456697,2017,2,1
3456698,2017,2,0
3456698,2017,0,1
3456699,2017,1,0
3456699,2017,0,1
3456700,2017,0,0
3456700,2017,2,1
3456701,2017,2,0
3456701,2017,0,1
3456702,2017,1,0
3456702,2017,2,1
3456703,2017,0,0
3456703,2017,1,1
3456704,2017,2,0
3456704,2017,0,1
3456705,2017,1,0
3456705,2017,2,1
3456706,2017,0,0
3456706,2017,2,1
3456707,2017,1,0
3456707,2017,0,1
3456708,2017,0,0
3456708,2017,2,1
3456709,2017,2,0
3456709,2017,0,1
3456710,2017,2,0
3456710,2017,0,1
3456711,2017,1,0
3456711,2017,1,1
3456712,2017,2,0
3456712,2017,0,1
3456713,2017,2,0
3456713,2017,2,1
3456714,2017,1,0
3456714,2017,0,1
3456715,2017,0,0
3456715,2017,2,1
3456716,2017,0,0
3456716,2017,2,1
3456717,2017,1,0
3456717,2017,1,1
3456718,2017,0,0
3456718,2017,1,1
3456719,2017,1,0
3456719,2017,0,1
3456720,2017,1,0
3456720,2017,1,1
3456721,2017,1,0
3456721,2017,2,1
3456722,2017,3,0
3456722,2017,0,1
3456723,2017,1,0
3456723,2017,1,1
3456724,2017,1,0
3456724,2017,2,1
3456725,2017,2,0
3456725,2017,0,1
3456726,2017,1,0
3456726,2017,1,1
3456727,2017,2,0
3456727,2017,2,1
3456728,2017,1,0
3456728,2017,0,1
3456729,2017,2,0
3456729,2017,1,1
3456730,2017,0,0
3456730,2017,3,1
3456731,2017,0,0
3456731,2017,1,1
3456732,2017,0,0
3456732,2017,1,1
3456733,2017,2,0
3456733,2017,2,1
3456734,2017,1,0
3456734,2017,0,1
3456735,2017,1,0
3456735,2017,1,1
3456736,2017,0,0
3456736,2017,3,1
3456737,2017,3,0
3456737,2017,0,1
3456738,2017,2,0
3456738,2017,0,1
3456739,2017,1,0
3456739,2017,0,1
3456740,2017,2,0
3456740,2017,0,1
3456741,2017,0,0
3456741,2017,3,1
3456742,2017,1,0
3456742,2017,2,1
3456743,2017,0,0
3456743,2017,6,1
3456744,2017,2,0
3456744,2017,0,1
3456745,2017,3,0
3456745,2017,2,1
3456746,2017,3,0
3456746,2017,1,1
3456747,2017,1,0
3456747,2017,1,1
3456748,2017,1,0
3456748,2017,1,1
3456749,2017,0,0
3456749,2017,1,1
3456750,2017,0,0
3456750,2017,1,1
3456751,2017,3,0
3456751,2017,1,1
3456752,2017,1,0
3456752,2017,0,1
3456753,2017,0,0
3456753,2017,1,1
3456754,2017,2,0
3456754,2017,0,1
3456755,2017,2,0
3456755,2017,5,1
3456756,2017,1,0
3456756,2017,2,1
3456757,2017,1,0
3456757,2017,2,1
3456758,2017,2,0
3456758,2017,0,1
3456759,2017,1,0
3456759,2017,1,1
3456760,2017,2,0
3456760,2017,0,1
3456761,2017,2,0
3456761,2017,0,1
3456762,2017,2,0
3456762,2017,0,1
3456763,2017,2,0
3456763,2017,0,1
3456764,2017,0,0
3456764,2017,1,1
3456765,2017,1,0
3456765,2017,0,1
3456766,2017,0,0
3456766,2017,2,1
3456767,2017,3,0
3456767,2017,0,1
3456768,2017,1,0
3456768,2017,0,1
3456769,2017,1,0
3456769,2017,3,1
3456770,2017,1,0
3456770,2017,0,1
3456771,2017,2,0
3456771,2017,1,1
3456772,2017,2,0
3456772,2017,0,1
3456773,2017,1,0
3456773,2017,1,1
3456774,2017,1,0
3456774,2017,4,1
3456775,2017,1,0
3456775,2017,0,1
3456776,2017,1,0
3456776,2017,1,1
3456777,2017,3,0
3456777,2017,0,1
3456778,2017,2,0
3456778,2017,1,1
3456779,2017,1,0
3456779,2017,1,1
3456780,2017,0,0
3456780,2017,1,1
3456781,2017,1,0
3456781,2017,1,1
3456782,2017,2,0
3456782,2017,2,1
3456783,2017,1,0
3456783,2017,0,1
3456784,2017,3,0
3456784,2017,0,1
3456785,2017,3,0
3456785,2017,2,1
3456786,2017,0,0
3456786,2017,1,1
3456787,2017,4,0
3456787,2017,0,1
3456788,2017,2,0
3456788,2017,0,1
3456789,2017,3,0
3456789,2017,2,1
3456790,2017,2,0
3456790,2017,1,1
3456791,2017,1,0
3456791,2017,0,1
3456792,2017,4,0
3456792,2017,0,1
3456793,2017,1,0
3456793,2017,1,1
3456794,2017,1,0
3456794,2017,1,1
3456795,2017,1,0
3456795,2017,1,1
3456797,2017,2,0
3456797,2017,0,1
3456798,2017,6,0
3456798,2017,0,1
3456799,2017,2,0
3456799,2017,0,1
3456800,2017,1,0
3456800,2017,1,1
3456801,2017,0,0
3456801,2017,1,1
3456802,2017,2,0
3456802,2017,1,1
3456803,2017,2,0
3456803,2017,0,1
3456804,2017,3,0
3456804,2017,0,1
3456805,2017,1,0
3456805,2017,0,1
3456806,2017,0,0
3456806,2017,2,1
3456807,2017,1,0
3456807,2017,0,1
3456808,2017,2,0
3456808,2017,0,1
3456809,2017,2,0
3456809,2017,0,1
3456810,2017,1,0
3456810,2017,2,1
3456811,2017,2,0
3456811,2017,0,1
3456812,2017,1,0
3456812,2017,1,1
3456813,2017,1,0
3456813,2017,1,1
3456814,2017,0,0
3456814,2017,1,1
3456815,2017,1,0
3456815,2017,1,1
3456816,2017,1,0
3456816,2017,2,1
3456817,2017,1,0
3456817,2017,0,1
3456818,2017,1,0
3456818,2017,0,1
3456819,2017,2,0
3456819,2017,0,1
3456820,2017,0,0
3456820,2017,1,1
3456821,2017,0,0
3456821,2017,2,1
3456822,2017,1,0
3456822,2017,2,1
3456823,2017,1,0
3456823,2017,1,1
3456824,2017,1,0
3456824,2017,2,1
3456825,2017,0,0
3456825,2017,1,1
3456826,2017,0,0
3456826,2017,1,1
3456827,2017,2,0
3456827,2017,0,1
3456828,2017,2,0
3456828,2017,2,1
3456829,2017,2,0
3456829,2017,0,1
3456830,2017,1,0
3456830,2017,2,1
3456831,2017,1,0
3456831,2017,2,1
3456832,2017,0,0
3456832,2017,1,1
3456833,2017,1,0
3456833,2017,0,1
3456834,2017,2,0
3456834,2017,2,1
3456835,2017,1,0
3456835,2017,0,1
3456836,2017,2,0
3456836,2017,0,1
3456837,2017,4,0
3456837,2017,4,1
3456838,2017,1,0
3456838,2017,1,1
3456839,2017,2,0
3456839,2017,4,1
3456840,2017,1,0
3456840,2017,1,1
3456841,2017,1,0
3456841,2017,0,1
3456842,2017,2,0
3456842,2017,1,1
3456843,2017,4,0
3456843,2017,2,1
3456844,2017,1,0
3456844,2017,1,1
3456845,2017,1,0
3456845,2017,0,1
3456846,2017,1,0
3456846,2017,1,1
3456847,2017,2,0
3456847,2017,0,1
3456848,2017,1,0
3456848,2017,1,1
3456849,2017,1,0
3456849,2017,1,1
3456850,2017,1,0
3456850,2017,1,1
3456851,2017,2,0
3456851,2017,0,1
3456852,2017,1,0
3456852,2017,1,1
3456853,2017,3,0
3456853,2017,0,1
3456854,2017,1,0
3456854,2017,1,1
3456855,2017,0,0
3456855,2017,2,1
3456856,2017,4,0
3456856,2017,3,1
3456857,2017,1,0
3456857,2017,1,1
3456858,2017,1,0
3456858,2017,1,1
3456859,2017,3,0
3456859,2017,2,1
3456860,2017,0,0
3456860,2017,1,1
3456861,2017,1,0
3456861,2017,2,1
3456862,2017,0,0
3456862,2017,2,1
3456863,2017,4,0
3456863,2017,1,1
3456864,2017,1,0
3456864,2017,1,1
3456865,2017,5,0
3456865,2017,2,1
3456866,2017,2,0
3456866,2017,1,1
3456867,2017,2,0
3456867,2017,0,1
3456868,2017,3,0
3456868,2017,0,1
3456869,2017,2,0
3456869,2017,1,1
3456870,2017,2,0
3456870,2017,0,1
3456871,2017,1,0
3456871,2017,0,1
3456872,2017,1,0
3456872,2017,1,1
3456873,2017,1,0
3456873,2017,0,1
3456874,2017,1,0
3456874,2017,0,1
3456875,2017,4,0
3456875,2017,3,1
3456876,2017,2,0
3456876,2017,1,1
3456877,2017,1,0
3456877,2017,0,1
3456878,2017,1,0
3456878,2017,1,1
3456879,2017,2,0
3456879,2017,0,1
3456880,2017,0,0
3456880,2017,1,1
3456881,2017,2,0
3456881,2017,0,1
3456882,2017,2,0
3456882,2017,0,1
3456883,2017,2,0
3456883,2017,0,1
3456884,2017,1,0
3456884,2017,1,1
3456885,2017,2,0
3456885,2017,0,1
3456886,2017,1,0
3456886,2017,1,1
3456887,2017,0,0
3456887,2017,1,1
3456888,2017,1,0
3456888,2017,0,1
3456889,2017,0,0
3456889,2017,1,1
3456890,2017,2,0
3456890,2017,0,1
3456891,2017,2,0
3456891,2017,1,1
3456892,2017,0,0
3456892,2017,2,1
3456893,2017,1,0
3456893,2017,0,1
3456894,2017,0,0
3456894,2017,1,1
3456895,2017,4,0
3456895,2017,0,1
3456896,2017,1,0
3456896,2017,1,1
3456897,2017,1,0
3456897,2017,0,1
3456898,2017,1,0
3456898,2017,1,1
3456899,2017,2,0
3456899,2017,2,1
3456900,2017,0,0
3456900,2017,1,1
3456901,2017,2,0
3456901,2017,1,1
3456902,2017,2,0
3456902,2017,1,1
3456903,2017,1,0
3456903,2017,3,1
3456904,2017,0,0
3456904,2017,1,1
3456905,2017,2,0
3456905,2017,3,1
3456906,2017,3,0
3456906,2017,0,1
3456907,2017,1,0
3456907,2017,0,1
3456908,2017,2,0
3456908,2017,2,1
3456909,2017,1,0
3456909,2017,1,1
3456910,2017,0,0
3456910,2017,2,1
3456911,2017,3,0
3456911,2017,0,1
3456912,2017,1,0
3456912,2017,0,1
3456913,2017,1,0
3456913,2017,2,1
3456914,2017,1,0
3456914,2017,1,1
3456915,2017,1,0
3456915,2017,0,1
3456916,2017,0,0
3456916,2017,2,1
3456917,2017,0,0
3456917,2017,1,1
3456918,2017,0,0
3456918,2017,1,1
3456919,2017,2,0
3456919,2017,0,1
3456920,2017,0,0
3456920,2017,2,1
3456921,2017,4,0
3456921,2017,3,1
3456922,2017,1,0
3456922,2017,0,1
3456923,2017,3,0
3456923,2017,0,1
3456924,2017,1,0
3456924,2017,1,1
3456925,2017,1,0
3456925,2017,0,1
3456926,2017,1,0
3456926,2017,0,1
3456927,2017,6,0
3456927,2017,2,1
3456928,2017,1,0
3456928,2017,0,1
3456929,2017,1,0
3456929,2017,1,1
3456930,2017,1,0
3456930,2017,1,1
3456931,2017,1,0
3456931,2017,1,1
3456932,2017,1,0
3456932,2017,0,1
3456933,2017,2,0
3456933,2017,0,1
3456934,2017,2,0
3456934,2017,1,1
3456935,2017,0,0
3456935,2017,1,1
3456936,2017,3,0
3456936,2017,1,1
3456937,2017,0,0
3456937,2017,2,1
3456938,2017,1,0
3456938,2017,3,1
3456939,2017,1,0
3456939,2017,1,1
3456940,2017,1,0
3456940,2017,1,1
3456941,2017,1,0
3456941,2017,0,1
3456942,2017,1,0
3456942,2017,2,1
3456943,2017,2,0
3456943,2017,0,1
3456944,2017,1,0
3456944,2017,1,1
3456945,2017,2,0
3456945,2017,0,1
3456946,2017,2,0
3456946,2017,0,1
3456947,2017,1,0
3456947,2017,1,1
3456948,2017,1,0
3456948,2017,3,1
3456949,2017,0,0
3456949,2017,2,1
3456950,2017,1,0
3456950,2017,0,1
3456951,2017,0,0
3456951,2017,2,1
3456952,2017,1,0
3456952,2017,2,1
3456953,2017,2,0
3456953,2017,3,1
3456954,2017,2,0
3456954,2017,1,1
3456955,2017,1,0
3456955,2017,0,1
3456956,2017,1,0
3456956,2017,0,1
3456957,2017,2,0
3456957,2017,0,1
3456958,2017,0,0
3456958,2017,1,1
3456959,2017,2,0
3456959,2017,0,1
3456960,2017,0,0
3456960,2017,0,1
3456961,2017,2,0
3456961,2017,0,1
3456962,2017,1,0
3456962,2017,0,1
3456963,2017,1,0
3456963,2017,0,1
3456964,2017,1,0
3456964,2017,0,1
3456965,2017,1,0
3456965,2017,1,1
3456966,2017,0,0
3456966,2017,1,1
3456967,2017,2,0
3456967,2017,1,1
3456968,2017,1,0
3456968,2017,3,1
3456969,2017,0,0
3456969,2017,2,1
3456970,2017,1,0
3456970,2017,2,1
3456971,2017,1,0
3456971,2017,0,1
3456972,2017,1,0
3456972,2017,0,1
3456973,2017,0,0
3456973,2017,2,1
3456974,2017,1,0
3456974,2017,0,1
3456975,2017,1,0
3456975,2017,1,1
3456976,2017,0,0
3456976,2017,2,1
3456977,2017,0,0
3456977,2017,2,1
3456978,2017,2,0
3456978,2017,0,1
3456979,2017,2,0
3456979,2017,1,1
3456980,2017,1,0
3456980,2017,3,1
3456981,2017,0,0
3456981,2017,1,1
3456982,2017,1,0
3456982,2017,1,1
3456983,2017,1,0
3456983,2017,0,1
3456984,2017,1,0
3456984,2017,0,1
3456985,2017,1,0
3456985,2017,0,1
3456986,2017,1,0
3456986,2017,1,1
3456987,2017,1,0
3456987,2017,0,1
3456988,2017,2,0
3456988,2017,0,1
3456989,2017,1,0
3456989,2017,0,1
3456990,2017,1,0
3456990,2017,1,1
3456991,2017,1,0
3456991,2017,1,1
3456992,2017,2,0
3456992,2017,1,1
3456993,2017,0,0
3456993,2017,2,1
3456994,2017,1,0
3456994,2017,0,1
3456995,2017,1,0
3456995,2017,3,1
3456996,2017,2,0
3456996,2017,0,1
3456997,2017,0,0
3456997,2017,1,1
3456998,2017,3,0
3456998,2017,1,1
3456999,2017,0,0
3456999,2017,1,1
3457000,2017,2,0
3457000,2017,2,1
3457001,2017,2,0
3457001,2017,3,1
3457002,2017,2,0
3457002,2017,5,1
3457003,2017,2,0
3457003,2017,0,1
3457004,2017,1,0
3457004,2017,1,1
3457005,2017,2,0
3457005,2017,0,1
3457006,2017,1,0
3457006,2017,1,1
3457007,2017,1,0
3457007,2017,0,1
3457008,2017,1,0
3457008,2017,1,1
3457009,2017,2,0
3457009,2017,0,1
3457010,2017,1,0
3457010,2017,1,1
3457011,2017,2,0
3457011,2017,0,1
3457012,2017,1,0
3457012,2017,3,1
3457013,2017,1,0
3457013,2017,0,1
3457014,2017,2,0
3457014,2017,1,1
3457015,2017,1,0
3457015,2017,1,1
3457016,2017,2,0
3457016,2017,1,1
3457017,2017,1,0
3457017,2017,1,1
3457018,2017,1,0
3457018,2017,0,1
3457019,2017,3,0
3457019,2017,0,1
3457020,2017,0,0
3457020,2017,1,1
3457021,2017,1,0
3457021,2017,1,1
3457022,2017,2,0
3457022,2017,4,1
3457023,2017,4,0
3457023,2017,2,1
3457024,2017,4,0
3457024,2017,0,1
3457025,2017,1,0
3457025,2017,4,1
3457026,2017,2,0
3457026,2017,0,1
3457027,2017,3,0
3457027,2017,2,1
3457028,2017,2,0
3457028,2017,1,1
3457029,2017,2,0
3457029,2017,1,1
3457030,2017,3,0
3457030,2017,2,1
3457031,2017,1,0
3457031,2017,1,1
3457032,2017,1,0
3457032,2017,1,1
3457033,2017,2,0
3457033,2017,0,1
3457034,2017,1,0
3457034,2017,5,1
3457035,2017,2,0
3457035,2017,1,1
3457036,2017,1,0
3457036,2017,2,1
3457037,2017,0,0
3457037,2017,2,1
3457038,2017,0,0
3457038,2017,4,1
3457039,2017,1,0
3457039,2017,1,1
3457040,2017,2,0
3457040,2017,1,1
3457041,2017,1,0
3457041,2017,1,1
3457042,2017,3,0
3457042,2017,0,1
3457043,2017,2,0
3457043,2017,0,1
3457044,2017,1,0
3457044,2017,0,1
3457045,2017,0,0
3457045,2017,1,1
3457046,2017,3,0
3457046,2017,1,1
3457047,2017,1,0
3457047,2017,0,1
3457048,2017,0,0
3457048,2017,1,1
3457049,2017,2,0
3457049,2017,1,1
3457050,2017,1,0
3457050,2017,0,1
3457051,2017,1,0
3457051,2017,0,1
3457052,2017,1,0
3457052,2017,3,1
3457053,2017,1,0
3457053,2017,0,1
3457054,2017,0,0
3457054,2017,1,1
3457055,2017,2,0
3457055,2017,1,1
3457056,2017,1,0
3457056,2017,1,1
3457058,2017,1,0
3457058,2017,2,1
3457059,2017,1,0
3457059,2017,0,1
3457060,2017,1,0
3457060,2017,1,1
3457062,2017,1,0
3457062,2017,1,1
3457063,2017,1,0
3457063,2017,0,1
3457064,2017,2,0
3457064,2017,1,1
3457065,2017,2,0
3457065,2017,0,1
3457066,2017,2,0
3457066,2017,0,1
3457067,2017,1,0
3457067,2017,1,1
3457068,2017,1,0
3457068,2017,0,1
3457069,2017,1,0
3457069,2017,2,1
3457070,2017,1,0
3457070,2017,1,1
3457071,2017,1,0
3457071,2017,0,1
3457072,2017,2,0
3457072,2017,3,1
3457073,2017,0,0
3457073,2017,1,1
3457074,2017,2,0
3457074,2017,6,1
3457075,2017,1,0
3457075,2017,3,1
3457076,2017,3,0
3457076,2017,1,1
3457077,2017,2,0
3457077,2017,2,1
3457078,2017,2,0
3457078,2017,0,1
3457079,2017,0,0
3457079,2017,1,1
3457080,2017,0,0
3457080,2017,2,1
3457081,2017,2,0
3457081,2017,0,1
3457082,2017,0,0
3457082,2017,3,1
3457083,2017,2,0
3457083,2017,0,1
3457084,2017,1,0
3457084,2017,1,1
3457085,2017,2,0
3457085,2017,1,1
3457086,2017,2,0
3457086,2017,1,1
3457087,2017,2,0
3457087,2017,0,1
3457088,2017,1,0
3457088,2017,1,1
3457089,2017,1,0
3457089,2017,2,1
3457090,2017,2,0
3457090,2017,2,1
3457091,2017,1,0
3457091,2017,1,1
3457092,2017,1,0
3457092,2017,1,1
3457093,2017,0,0
3457093,2017,3,1
3457094,2017,2,0
3457094,2017,0,1
3457095,2017,2,0
3457095,2017,0,1
3457096,2017,0,0
3457096,2017,2,1
3457097,2017,3,0
3457097,2017,1,1
3457098,2017,0,0
3457098,2017,2,1
3457099,2017,0,0
3457099,2017,5,1
3457100,2017,2,0
3457100,2017,0,1
3457101,2017,1,0
3457101,2017,0,1
3457102,2017,0,0
3457102,2017,2,1
3457103,2017,0,0
3457103,2017,2,1
3457104,2017,1,0
3457104,2017,1,1
3457105,2017,0,0
3457105,2017,2,1
3457106,2017,1,0
3457106,2017,1,1
3457107,2017,1,0
3457107,2017,2,1
3457109,2017,1,0
3457109,2017,1,1
3457110,2017,4,0
3457110,2017,3,1
3457111,2017,0,0
3457111,2017,3,1
3457113,2017,3,0
3457113,2017,1,1
3457114,2017,4,0
3457114,2017,2,1
3457115,2017,0,0
3457115,2017,1,1
3457116,2017,1,0
3457116,2017,1,1
3457117,2017,0,0
3457117,2017,3,1
3457118,2017,1,0
3457118,2017,0,1
3457119,2017,2,0
3457119,2017,6,1
3457120,2017,1,0
3457120,2017,0,1
3457121,2017,1,0
3457121,2017,2,1
3457122,2017,0,0
3457122,2017,2,1
3457123,2017,0,0
3457123,2017,2,1
3457124,2017,0,0
3457124,2017,1,1
3457125,2017,2,0
3457125,2017,1,1
3457126,2017,2,0
3457126,2017,0,1
3457127,2017,2,0
3457127,2017,2,1
3457128,2017,2,0
3457128,2017,0,1
3457129,2017,2,0
3457129,2017,0,1
3457130,2017,3,0
3457130,2017,1,1
3457131,2017,1,0
3457131,2017,0,1
3457132,2017,2,0
3457132,2017,0,1
3457133,2017,1,0
3457133,2017,1,1
3457134,2017,1,0
3457134,2017,0,1
3457135,2017,0,0
3457135,2017,2,1
3457136,2017,1,0
3457136,2017,0,1
3457137,2017,1,0
3457137,2017,0,1
3457138,2017,1,0
3457138,2017,0,1
3457139,2017,1,0
3457139,2017,1,1
3457141,2017,1,0
3457141,2017,2,1
3457142,2017,2,0
3457142,2017,0,1
3457143,2017,1,0
3457143,2017,0,1
3457144,2017,2,0
3457144,2017,0,1
3457145,2017,1,0
3457145,2017,1,1
3457146,2017,1,0
3457146,2017,1,1
3457147,2017,1,0
3457147,2017,0,1
3457148,2017,1,0
3457148,2017,0,1
3457149,2017,1,0
3457149,2017,0,1
3457150,2017,2,0
3457150,2017,0,1
3457151,2017,1,0
3457151,2017,0,1
3457152,2017,2,0
3457152,2017,0,1
3457153,2017,1,0
3457153,2017,0,1
3457154,2017,0,0
3457154,2017,1,1
3457155,2017,3,0
3457155,2017,0,1
3457156,2017,2,0
3457156,2017,0,1
3457157,2017,2,0
3457157,2017,1,1
3457158,2017,1,0
3457158,2017,1,1
3457159,2017,1,0
3457159,2017,3,1
3457160,2017,1,0
3457160,2017,0,1
3457161,2017,1,0
3457161,2017,1,1
3457162,2017,1,0
3457162,2017,3,1
3457163,2017,1,0
3457163,2017,0,1
3457164,2017,2,0
3457164,2017,0,1
3457165,2017,1,0
3457165,2017,2,1
3457166,2017,1,0
3457166,2017,1,1
3457167,2017,0,0
3457167,2017,2,1
3457168,2017,1,0
3457168,2017,1,1
3457169,2017,1,0
3457169,2017,1,1
3457170,2017,0,0
3457170,2017,2,1
3457171,2017,0,0
3457171,2017,1,1
3457172,2017,2,0
3457172,2017,2,1
3457173,2017,1,0
3457173,2017,0,1
3457174,2017,1,0
3457174,2017,1,1
3457175,2017,1,0
3457175,2017,0,1
3457176,2017,2,0
3457176,2017,0,1
3457177,2017,1,0
3457177,2017,0,1
3457178,2017,1,0
3457178,2017,1,1
3457179,2017,1,0
3457179,2017,0,1
3457180,2017,2,0
3457180,2017,0,1
3457181,2017,2,0
3457181,2017,1,1
3457182,2017,2,0
3457182,2017,0,1
3457183,2017,2,0
3457183,2017,0,1
3457184,2017,3,0
3457184,2017,1,1
3457185,2017,1,0
3457185,2017,1,1
3457186,2017,1,0
3457186,2017,1,1
3457187,2017,1,0
3457187,2017,0,1
3457188,2017,3,0
3457188,2017,0,1
3457189,2017,2,0
3457189,2017,0,1
3457190,2017,1,0
3457190,2017,1,1
3457191,2017,1,0
3457191,2017,0,1
3457192,2017,2,0
3457192,2017,0,1
3457193,2017,1,0
3457193,2017,0,1
3457194,2017,1,0
3457194,2017,0,1
3457195,2017,1,0
3457195,2017,2,1
3457196,2017,0,0
3457196,2017,2,1
3457197,2017,1,0
3457197,2017,1,1
3457198,2017,2,0
3457198,2017,0,1
3457199,2017,1,0
3457199,2017,1,1
3457200,2017,1,0
3457200,2017,1,1
3457201,2017,1,0
3457201,2017,0,1
3457202,2017,1,0
3457202,2017,0,1
3457203,2017,1,0
3457203,2017,1,1
3457204,2017,0,0
3457204,2017,1,1
3457205,2017,1,0
3457205,2017,0,1
3457206,2017,1,0
3457206,2017,1,1
3457207,2017,0,0
3457207,2017,1,1
3457208,2017,2,0
3457208,2017,1,1
3457209,2017,1,0
3457209,2017,0,1
3457210,2017,1,0
3457210,2017,3,1
3457211,2017,1,0
3457211,2017,0,1
3457212,2017,1,0
3457212,2017,1,1
3457213,2017,1,0
3457213,2017,1,1
3457214,2017,1,0
3457214,2017,1,1
3457215,2017,1,0
3457215,2017,0,1
3457216,2017,2,0
3457216,2017,1,1
3457217,2017,2,0
3457217,2017,1,1
3457218,2017,1,0
3457218,2017,1,1
3457219,2017,1,0
3457219,2017,2,1
3457220,2017,0,0
3457220,2017,2,1
3457221,2017,1,0
3457221,2017,1,1
3457222,2017,0,0
3457222,2017,2,1
3457223,2017,2,0
3457223,2017,0,1
3457224,2017,0,0
3457224,2017,2,1
3457225,2017,2,0
3457225,2017,1,1
3457226,2017,1,0
3457226,2017,0,1
3457227,2017,1,0
3457227,2017,1,1
3457228,2017,1,0
3457228,2017,1,1
3457229,2017,1,0
3457229,2017,0,1
3457230,2017,0,0
3457230,2017,1,1
3457231,2017,1,0
3457231,2017,1,1
3457232,2017,0,0
3457232,2017,2,1
3457233,2017,19,0
3457233,2017,35,1
3457234,2017,2,0
3457234,2017,1,1
3457235,2017,2,0
3457235,2017,0,1
3457236,2017,1,0
3457236,2017,0,1
3457237,2017,0,0
3457237,2017,1,1
3457238,2017,2,0
3457238,2017,1,1
3457239,2017,1,0
3457239,2017,1,1
3457240,2017,2,0
3457240,2017,0,1
3457241,2017,1,0
3457241,2017,0,1
3457242,2017,2,0
3457242,2017,1,1
3457243,2017,1,0
3457243,2017,2,1
3457245,2017,1,0
3457245,2017,1,1
3457246,2017,2,0
3457246,2017,0,1
3457247,2017,1,0
3457247,2017,0,1
3457248,2017,2,0
3457248,2017,1,1
3457249,2017,2,0
3457249,2017,0,1
3457250,2017,1,0
3457250,2017,3,1
3457251,2017,2,0
3457251,2017,1,1
3457252,2017,2,0
3457252,2017,0,1
3457253,2017,3,0
3457253,2017,0,1
3457254,2017,2,0
3457254,2017,0,1
3457255,2017,2,0
3457255,2017,1,1
3457256,2017,1,0
3457256,2017,1,1
3457257,2017,2,0
3457257,2017,0,1
3457258,2017,2,0
3457258,2017,0,1
3457259,2017,1,0
3457259,2017,3,1
3457260,2017,1,0
3457260,2017,4,1
3457261,2017,0,0
3457261,2017,2,1
3457262,2017,2,0
3457262,2017,0,1
3457263,2017,2,0
3457263,2017,0,1
3457264,2017,1,0
3457264,2017,1,1
3457265,2017,1,0
3457265,2017,1,1
3457266,2017,4,0
3457266,2017,0,1
