OBJECTID,Year,Value,sex
3465523,2018,0,1
3465524,2018,1,0
3465524,2018,4,1
3465525,2018,2,0
3465525,2018,0,1
3465526,2018,2,0
3465526,2018,0,1
3465527,2018,0,0
3465527,2018,3,1
3465528,2018,2,0
3465528,2018,1,1
3465529,2018,0,0
3465529,2018,2,1
3465530,2018,1,0
3465530,2018,1,1
3465531,2018,1,0
3465531,2018,0,1
3465532,2018,0,0
3465532,2018,1,1
3465533,2018,1,0
3465533,2018,1,1
3465534,2018,1,0
3465534,2018,0,1
3465535,2018,1,0
3465535,2018,0,1
3465536,2018,1,0
3465536,2018,1,1
3465537,2018,1,0
3465537,2018,2,1
3465538,2018,1,0
3465538,2018,0,1
3465539,2018,2,0
3465539,2018,0,1
3465540,2018,1,0
3465540,2018,3,1
3465541,2018,0,0
3465541,2018,1,1
3465542,2018,0,0
3465542,2018,1,1
3465543,2018,1,0
3465543,2018,0,1
3465544,2018,1,0
3465544,2018,1,1
3465545,2018,1,0
3465545,2018,1,1
3465546,2018,2,0
3465546,2018,0,1
3465547,2018,2,0
3465547,2018,0,1
3465548,2017,1,0
3465548,2017,1,1
3465549,2017,0,0
3465549,2017,1,1
3465550,2018,1,0
3465550,2018,0,1
3465551,2018,2,0
3465551,2018,0,1
3465552,2018,2,0
3465552,2018,1,1
3465553,2018,2,0
3465553,2018,0,1
3465554,2017,1,0
3465554,2017,0,1
3465555,2018,1,0
3465555,2018,1,1
3465556,2018,3,0
3465556,2018,1,1
3465557,2018,3,0
3465557,2018,0,1
3465558,2018,1,0
3465558,2018,0,1
3465559,2018,1,0
3465559,2018,1,1
3465560,2018,4,0
3465560,2018,3,1
3465561,2018,1,0
3465561,2018,0,1
3465562,2018,0,0
3465562,2018,1,1
3465563,2018,2,0
3465563,2018,1,1
3465564,2018,0,0
3465564,2018,1,1
3465565,2018,5,0
3465565,2018,1,1
3465566,2018,3,0
3465566,2018,0,1
3465567,2018,2,0
3465567,2018,0,1
3465568,2018,2,0
3465568,2018,0,1
3465569,2018,1,0
3465569,2018,0,1
3465570,2018,1,0
3465570,2018,1,1
3465571,2018,2,0
3465571,2018,0,1
3465572,2018,1,0
3465572,2018,0,1
3465573,2018,1,0
3465573,2018,0,1
3465574,2018,1,0
3465574,2018,1,1
3465575,2018,2,0
3465575,2018,4,1
3465576,2018,0,0
3465576,2018,1,1
3465577,2018,1,0
3465577,2018,0,1
3465578,2018,1,0
3465578,2018,0,1
3465579,2018,2,0
3465579,2018,0,1
3465580,2018,3,0
3465580,2018,3,1
3465581,2018,2,0
3465581,2018,0,1
3465582,2018,3,0
3465582,2018,2,1
3465583,2018,2,0
3465583,2018,2,1
3465584,2018,2,0
3465584,2018,0,1
3465585,2018,1,0
3465585,2018,0,1
3465586,2018,1,0
3465586,2018,0,1
3465587,2018,2,0
3465587,2018,2,1
3465588,2018,2,0
3465588,2018,0,1
3465589,2018,3,0
3465589,2018,1,1
3465590,2018,2,0
3465590,2018,1,1
3465591,2018,1,0
3465591,2018,0,1
3465592,2018,1,0
3465592,2018,1,1
3465593,2018,2,0
3465593,2018,0,1
3465594,2018,0,0
3465594,2018,5,1
3465595,2018,1,0
3465595,2018,4,1
3465596,2018,2,0
3465596,2018,0,1
3465597,2018,2,0
3465597,2018,1,1
3465598,2018,2,0
3465598,2018,0,1
3465599,2018,1,0
3465599,2018,0,1
3465600,2018,1,0
3465600,2018,0,1
3465601,2018,2,0
3465601,2018,2,1
3465602,2018,2,0
3465602,2018,0,1
3465603,2018,2,0
3465603,2018,1,1
3465604,2018,0,0
3465604,2018,1,1
3465605,2018,2,0
3465605,2018,0,1
3465606,2018,3,0
3465606,2018,0,1
3465607,2018,1,0
3465607,2018,1,1
3465608,2018,1,0
3465608,2018,0,1
3465609,2018,3,0
3465609,2018,6,1
3465610,2018,2,0
3465610,2018,2,1
3465611,2018,2,0
3465611,2018,0,1
3465612,2018,1,0
3465612,2018,1,1
3465613,2018,1,0
3465613,2018,1,1
3465614,2018,2,0
3465614,2018,0,1
3465615,2018,1,0
3465615,2018,0,1
3465616,2018,2,0
3465616,2018,1,1
3465617,2018,3,0
3465617,2018,0,1
3465618,2018,2,0
3465618,2018,2,1
3465619,2018,0,0
3465619,2018,1,1
3465620,2018,2,0
3465620,2018,0,1
3465621,2018,1,0
3465621,2018,1,1
3465622,2018,0,0
3465622,2018,1,1
3465623,2018,2,0
3465623,2018,0,1
3465624,2018,1,0
3465624,2018,2,1
3465625,2018,0,0
3465625,2018,1,1
3465626,2018,4,0
3465626,2018,1,1
3465627,2018,3,0
3465627,2018,2,1
3465628,2018,1,0
3465628,2018,1,1
3465629,2018,0,0
3465629,2018,3,1
3465630,2018,1,0
3465630,2018,0,1
3465631,2018,1,0
3465631,2018,0,1
3465632,2018,4,0
3465632,2018,2,1
3465633,2018,1,0
3465633,2018,0,1
3465634,2018,1,0
3465634,2018,1,1
3465635,2018,0,0
3465635,2018,4,1
3465636,2018,1,0
3465636,2018,0,1
3465637,2018,4,0
3465637,2018,0,1
3465638,2018,1,0
3465638,2018,0,1
3465639,2018,1,0
3465639,2018,4,1
3465640,2018,0,0
3465640,2018,2,1
3465641,2018,1,0
3465641,2018,1,1
3465642,2018,2,0
3465642,2018,1,1
3465643,2018,0,0
3465643,2018,2,1
3465644,2018,2,0
3465644,2018,1,1
3465645,2018,1,0
3465645,2018,0,1
3465646,2018,1,0
3465646,2018,0,1
3465647,2018,2,0
3465647,2018,1,1
3465648,2018,1,0
3465648,2018,0,1
3465649,2018,1,0
3465649,2018,0,1
3465650,2018,1,0
3465650,2018,0,1
3465651,2018,1,0
3465651,2018,1,1
3465652,2018,1,0
3465652,2018,1,1
3465653,2018,0,0
3465653,2018,3,1
3465654,2018,2,0
3465654,2018,2,1
3465655,2018,3,0
3465655,2018,0,1
3465656,2018,1,0
3465656,2018,1,1
3465657,2018,2,0
3465657,2018,0,1
3465658,2018,2,0
3465658,2018,2,1
3465659,2018,1,0
3465659,2018,0,1
3465660,2018,1,0
3465660,2018,1,1
3465661,2018,1,0
3465661,2018,1,1
3465662,2018,0,0
3465662,2018,2,1
3465663,2018,2,0
3465663,2018,1,1
3465664,2018,0,0
3465664,2018,1,1
3465665,2018,2,0
3465665,2018,0,1
3465666,2018,0,0
3465666,2018,3,1
3465667,2018,1,0
3465667,2018,1,1
3465668,2018,1,0
3465668,2018,1,1
3465669,2018,1,0
3465669,2018,0,1
3465670,2018,1,0
3465670,2018,1,1
3465671,2018,1,0
3465671,2018,1,1
3465672,2018,0,0
3465672,2018,1,1
3465673,2018,1,0
3465673,2018,1,1
3465674,2018,1,0
3465674,2018,1,1
3465675,2018,1,0
3465675,2018,0,1
3465676,2018,1,0
3465676,2018,1,1
3465677,2018,0,0
3465677,2018,2,1
3465678,2018,1,0
3465678,2018,0,1
3465679,2018,1,0
3465679,2018,2,1
3465680,2018,0,0
3465680,2018,1,1
3465681,2018,0,0
3465681,2018,1,1
3465682,2018,1,0
3465682,2018,0,1
3465683,2018,1,0
3465683,2018,2,1
3465684,2018,1,0
3465684,2018,0,1
3465685,2018,3,0
3465685,2018,1,1
3465686,2018,1,0
3465686,2018,1,1
3465687,2018,3,0
3465687,2018,5,1
3465688,2018,3,0
3465688,2018,2,1
3465689,2018,1,0
3465689,2018,0,1
3465690,2018,2,0
3465690,2018,2,1
3465691,2018,3,0
3465691,2018,2,1
3465692,2018,0,0
3465692,2018,1,1
3465693,2018,1,0
3465693,2018,0,1
3465694,2018,3,0
3465694,2018,1,1
3465695,2018,1,0
3465695,2018,1,1
3465696,2018,0,0
3465696,2018,2,1
3465697,2018,1,0
3465697,2018,2,1
3465698,2018,0,0
3465698,2018,1,1
3465699,2018,1,0
3465699,2018,2,1
3465700,2018,2,0
3465700,2018,0,1
3465701,2018,2,0
3465701,2018,1,1
3465702,2018,2,0
3465702,2018,0,1
3465703,2018,1,0
3465703,2018,2,1
3465704,2018,1,0
3465704,2018,1,1
3465705,2018,1,0
3465705,2018,0,1
3465706,2018,1,0
3465706,2018,0,1
3465707,2018,2,0
3465707,2018,0,1
3465708,2018,1,0
3465708,2018,1,1
3465709,2018,2,0
3465709,2018,0,1
3465710,2018,1,0
3465710,2018,1,1
3465711,2018,3,0
3465711,2018,4,1
3465712,2018,2,0
3465712,2018,0,1
3465713,2018,1,0
3465713,2018,1,1
3465714,2018,1,0
3465714,2018,0,1
3465715,2018,2,0
3465715,2018,0,1
3465716,2018,2,0
3465716,2018,0,1
3465717,2018,2,0
3465717,2018,0,1
3465718,2018,2,0
3465718,2018,0,1
3465719,2018,2,0
3465719,2018,2,1
3465720,2018,2,0
3465720,2018,0,1
3465721,2018,2,0
3465721,2018,0,1
3465722,2018,1,0
3465722,2018,0,1
3465723,2018,2,0
3465723,2018,3,1
3465724,2018,2,0
3465724,2018,1,1
3465725,2018,0,0
3465725,2018,1,1
3465726,2018,1,0
3465726,2018,1,1
3465727,2018,0,0
3465727,2018,2,1
3465728,2018,1,0
3465728,2018,0,1
3465729,2018,1,0
3465729,2018,0,1
3465730,2018,2,0
3465730,2018,2,1
3465731,2018,1,0
3465731,2018,1,1
3465732,2018,2,0
3465732,2018,2,1
3465733,2018,2,0
3465733,2018,0,1
3465734,2018,1,0
3465734,2018,1,1
3465735,2018,1,0
3465735,2018,1,1
3465736,2018,3,0
3465736,2018,0,1
3465737,2018,2,0
3465737,2018,2,1
3465738,2018,0,0
3465738,2018,1,1
3465739,2018,1,0
3465739,2018,1,1
3465740,2018,0,0
3465740,2018,3,1
3465741,2018,1,0
3465741,2018,2,1
3465742,2018,1,0
3465742,2018,1,1
3465743,2018,3,0
3465743,2018,0,1
3465744,2018,0,0
3465744,2018,1,1
3465745,2018,1,0
3465745,2018,0,1
3465746,2018,0,0
3465746,2018,1,1
3465747,2018,4,0
3465747,2018,0,1
3465748,2018,2,0
3465748,2018,0,1
3465749,2018,1,0
3465749,2018,0,1
3465750,2018,1,0
3465750,2018,0,1
3465751,2018,2,0
3465751,2018,0,1
3465752,2018,0,0
3465752,2018,2,1
3465753,2018,2,0
3465753,2018,0,1
3465754,2018,1,0
3465754,2018,2,1
3465755,2018,2,0
3465755,2018,0,1
3465756,2018,0,0
3465756,2018,2,1
3465757,2018,3,0
3465757,2018,2,1
3465758,2018,1,0
3465758,2018,1,1
3465759,2018,2,0
3465759,2018,0,1
3465760,2018,0,0
3465760,2018,1,1
3465761,2018,1,0
3465761,2018,3,1
3465762,2018,0,0
3465762,2018,3,1
3465763,2018,0,0
3465763,2018,2,1
3465764,2018,0,0
3465764,2018,1,1
3465765,2018,1,0
3465765,2018,0,1
3465766,2018,1,0
3465766,2018,0,1
3465767,2018,2,0
3465767,2018,0,1
3465768,2018,1,0
3465768,2018,0,1
3465769,2018,2,0
3465769,2018,0,1
3465770,2018,3,0
3465770,2018,0,1
3465771,2018,1,0
3465771,2018,0,1
3465772,2018,1,0
3465772,2018,1,1
3465773,2018,1,0
3465773,2018,1,1
3465774,2018,1,0
3465774,2018,3,1
3465775,2018,0,0
3465775,2018,3,1
3465776,2018,0,0
3465776,2018,2,1
3465777,2018,1,0
3465777,2018,0,1
3465778,2018,1,0
3465778,2018,1,1
3465779,2018,2,0
3465779,2018,0,1
3465780,2018,2,0
3465780,2018,0,1
3465781,2018,2,0
3465781,2018,1,1
3465782,2018,0,0
3465782,2018,2,1
3465783,2018,1,0
3465783,2018,0,1
3465784,2018,2,0
3465784,2018,2,1
3465785,2018,1,0
3465785,2018,5,1
3465786,2018,2,0
3465786,2018,0,1
3465787,2018,3,0
3465787,2018,0,1
3465788,2018,2,0
3465788,2018,0,1
3465789,2018,1,0
3465789,2018,0,1
3465790,2018,1,0
3465790,2018,0,1
3465791,2018,3,0
3465791,2018,1,1
3465792,2018,2,0
3465792,2018,1,1
3465793,2018,1,0
3465793,2018,1,1
3465794,2018,1,0
3465794,2018,1,1
3465795,2018,1,0
3465795,2018,0,1
3465796,2018,2,0
3465796,2018,1,1
3465797,2018,1,0
3465797,2018,0,1
3465798,2018,2,0
3465798,2018,1,1
3465799,2018,1,0
3465799,2018,1,1
3465800,2018,0,0
3465800,2018,1,1
3465801,2018,0,0
3465801,2018,1,1
3465802,2018,0,0
3465802,2018,2,1
3465803,2018,1,0
3465803,2018,2,1
3465804,2018,1,0
3465804,2018,0,1
3465805,2018,1,0
3465805,2018,2,1
3465806,2018,2,0
3465806,2018,0,1
3465807,2018,2,0
3465807,2018,0,1
3465808,2018,1,0
3465808,2018,1,1
3465809,2018,2,0
3465809,2018,0,1
3465810,2018,2,0
3465810,2018,2,1
3465811,2018,1,0
3465811,2018,0,1
3465812,2018,1,0
3465812,2018,1,1
3465813,2018,2,0
3465813,2018,0,1
3465814,2018,1,0
3465814,2018,1,1
3465815,2018,1,0
3465815,2018,0,1
3465816,2018,0,0
3465816,2018,1,1
3465817,2018,1,0
3465817,2018,2,1
3465818,2018,2,0
3465818,2018,0,1
3465819,2018,1,0
3465819,2018,3,1
3465820,2018,0,0
3465820,2018,3,1
3465821,2018,1,0
3465821,2018,1,1
3465822,2018,2,0
3465822,2018,0,1
3465823,2018,1,0
3465823,2018,1,1
3465824,2018,0,0
3465824,2018,1,1
3465825,2018,1,0
3465825,2018,1,1
3465826,2018,2,0
3465826,2018,0,1
3465827,2018,1,0
3465827,2018,1,1
3465828,2018,2,0
3465828,2018,0,1
3465829,2018,1,0
3465829,2018,1,1
3465830,2018,1,0
3465830,2018,1,1
3465831,2018,1,0
3465831,2018,1,1
3465832,2017,1,0
3465832,2017,0,1
3465833,2018,1,0
3465833,2018,0,1
3465834,2018,1,0
3465834,2018,0,1
3465835,2017,2,0
3465835,2017,0,1
3465836,2017,1,0
3465836,2017,1,1
3465837,2018,1,0
3465837,2018,0,1
3465838,2018,1,0
3465838,2018,1,1
3465839,2018,0,0
3465839,2018,2,1
3465840,2018,1,0
3465840,2018,0,1
3465841,2018,2,0
3465841,2018,0,1
3465842,2018,3,0
3465842,2018,1,1
3465843,2018,2,0
3465843,2018,3,1
3465844,2018,2,0
3465844,2018,0,1
3465845,2018,1,0
3465845,2018,0,1
3465846,2018,1,0
3465846,2018,1,1
3465847,2018,2,0
3465847,2018,0,1
3465848,2018,1,0
3465848,2018,1,1
3465849,2018,1,0
3465849,2018,2,1
3465850,2018,1,0
3465850,2018,1,1
3465851,2018,1,0
3465851,2018,0,1
3465852,2018,2,0
3465852,2018,1,1
3465853,2018,2,0
3465853,2018,2,1
3465854,2018,3,0
3465854,2018,1,1
3465855,2018,1,0
3465855,2018,2,1
3465856,2018,1,0
3465856,2018,1,1
3465857,2018,3,0
3465857,2018,1,1
3465858,2018,0,0
3465858,2018,2,1
3465859,2018,1,0
3465859,2018,0,1
3465860,2018,3,0
3465860,2018,0,1
3465861,2018,2,0
3465861,2018,0,1
3465862,2018,2,0
3465862,2018,0,1
3465863,2018,0,0
3465863,2018,1,1
3465864,2018,2,0
3465864,2018,0,1
3465865,2018,1,0
3465865,2018,0,1
3465866,2018,1,0
3465866,2018,2,1
3465867,2018,1,0
3465867,2018,0,1
3465868,2018,1,0
3465868,2018,1,1
3465869,2018,2,0
3465869,2018,2,1
3465870,2018,1,0
3465870,2018,0,1
3465871,2018,1,0
3465871,2018,1,1
3465872,2018,1,0
3465872,2018,1,1
3465873,2017,0,0
3465873,2017,1,1
3465874,2018,1,0
3465874,2018,1,1
3465875,2018,1,0
3465875,2018,1,1
3465876,2018,2,0
3465876,2018,0,1
3465877,2018,0,0
3465877,2018,2,1
3465878,2018,1,0
3465878,2018,1,1
3465879,2018,1,0
3465879,2018,1,1
3465880,2018,3,0
3465880,2018,0,1
3465881,2018,1,0
3465881,2018,1,1
3465882,2018,1,0
3465882,2018,0,1
3465883,2018,2,0
3465883,2018,1,1
3465884,2018,1,0
3465884,2018,1,1
3465885,2018,0,0
3465885,2018,1,1
3465886,2018,2,0
3465886,2018,2,1
3465887,2018,1,0
3465887,2018,2,1
3465888,2018,2,0
3465888,2018,0,1
3465889,2018,0,0
3465889,2018,1,1
3465890,2018,0,0
3465890,2018,2,1
3465891,2018,1,0
3465891,2018,1,1
3465892,2018,2,0
3465892,2018,0,1
3465893,2018,0,0
3465893,2018,2,1
3465894,2018,3,0
3465894,2018,0,1
3465895,2018,1,0
3465895,2018,1,1
3465896,2018,2,0
3465896,2018,3,1
3465897,2018,1,0
3465897,2018,0,1
3465898,2018,6,0
3465898,2018,0,1
3465899,2018,0,0
3465899,2018,1,1
3465900,2018,1,0
3465900,2018,0,1
3465901,2018,0,0
3465901,2018,2,1
3465902,2018,2,0
3465902,2018,0,1
3465903,2018,1,0
3465903,2018,0,1
3465904,2018,1,0
3465904,2018,2,1
3465905,2018,0,0
3465905,2018,3,1
3465906,2018,4,0
3465906,2018,0,1
3465907,2018,1,0
3465907,2018,1,1
3465908,2018,1,0
3465908,2018,1,1
3465909,2018,1,0
3465909,2018,0,1
3465910,2018,1,0
3465910,2018,1,1
3465911,2018,3,0
3465911,2018,1,1
3465912,2018,2,0
3465912,2018,0,1
3465913,2018,1,0
3465913,2018,0,1
3465914,2018,1,0
3465914,2018,2,1
3465915,2018,1,0
3465915,2018,1,1
3465916,2018,1,0
3465916,2018,0,1
3465917,2018,1,0
3465917,2018,3,1
3465918,2018,1,0
3465918,2018,0,1
3465919,2018,1,0
3465919,2018,1,1
3465920,2018,3,0
3465920,2018,0,1
3465921,2018,1,0
3465921,2018,1,1
3465922,2018,2,0
3465922,2018,0,1
3465923,2018,0,0
3465923,2018,1,1
3465924,2018,0,0
3465924,2018,4,1
3465925,2018,1,0
3465925,2018,1,1
3465926,2018,2,0
3465926,2018,1,1
3465927,2018,2,0
3465927,2018,0,1
3465928,2018,3,0
3465928,2018,0,1
3465929,2018,1,0
3465929,2018,0,1
3465930,2018,1,0
3465930,2018,1,1
3465931,2018,1,0
3465931,2018,1,1
3465932,2018,0,0
3465932,2018,2,1
3465933,2018,1,0
3465933,2018,0,1
3465934,2018,1,0
3465934,2018,1,1
3465935,2018,0,0
3465935,2018,1,1
3465936,2018,0,0
3465936,2018,2,1
3465937,2018,4,0
3465937,2018,0,1
3465938,2017,2,0
3465938,2017,0,1
3465939,2018,2,0
3465939,2018,0,1
3465940,2018,2,0
3465940,2018,0,1
3465941,2018,1,0
3465941,2018,1,1
3465942,2018,2,0
3465942,2018,0,1
3465943,2018,2,0
3465943,2018,1,1
3465944,2018,0,0
3465944,2018,2,1
3465945,2018,0,0
3465945,2018,2,1
3465946,2018,2,0
3465946,2018,0,1
3465947,2018,0,0
3465947,2018,2,1
3465948,2018,1,0
3465948,2018,1,1
3465949,2018,2,0
3465949,2018,0,1
3465950,2018,1,0
3465950,2018,1,1
3465951,2018,0,0
3465951,2018,1,1
3465952,2018,1,0
3465952,2018,0,1
3465953,2018,2,0
3465953,2018,0,1
3465954,2018,2,0
3465954,2018,0,1
3465955,2018,1,0
3465955,2018,1,1
3465956,2018,1,0
3465956,2018,2,1
3465957,2018,2,0
3465957,2018,1,1
3465958,2018,1,0
3465958,2018,0,1
3465959,2018,1,0
3465959,2018,1,1
3465960,2018,0,0
3465960,2018,1,1
3465961,2018,3,0
3465961,2018,1,1
3465962,2018,0,0
3465962,2018,2,1
3465963,2018,1,0
3465963,2018,2,1
3465964,2018,2,0
3465964,2018,3,1
3465965,2018,1,0
3465965,2018,1,1
3465966,2018,1,0
3465966,2018,1,1
3465967,2018,0,0
3465967,2018,1,1
3465968,2018,2,0
3465968,2018,1,1
3465969,2018,3,0
3465969,2018,1,1
3465970,2018,2,0
3465970,2018,0,1
3465971,2018,1,0
3465971,2018,1,1
3465972,2018,1,0
3465972,2018,0,1
3465973,2018,1,0
3465973,2018,0,1
3465974,2018,2,0
3465974,2018,0,1
3465975,2018,1,0
3465975,2018,0,1
3465976,2018,1,0
3465976,2018,3,1
3465977,2018,2,0
3465977,2018,0,1
3465978,2018,2,0
3465978,2018,0,1
3465979,2018,1,0
3465979,2018,1,1
3465980,2018,1,0
3465980,2018,0,1
3465981,2018,1,0
3465981,2018,1,1
3465982,2018,0,0
3465982,2018,2,1
3465983,2018,0,0
3465983,2018,1,1
3465984,2018,1,0
3465984,2018,1,1
3465985,2018,2,0
3465985,2018,0,1
3465986,2018,2,0
3465986,2018,3,1
3465987,2018,0,0
3465987,2018,2,1
3465988,2018,1,0
3465988,2018,1,1
3465989,2018,1,0
3465989,2018,1,1
3465990,2018,3,0
3465990,2018,0,1
3465991,2018,2,0
3465991,2018,0,1
3465992,2018,1,0
3465992,2018,1,1
3465993,2018,1,0
3465993,2018,1,1
3465994,2018,2,0
3465994,2018,0,1
3465995,2018,2,0
3465995,2018,2,1
3465996,2018,2,0
3465996,2018,0,1
3465997,2018,1,0
3465997,2018,1,1
3465998,2018,2,0
3465998,2018,0,1
3465999,2018,1,0
3465999,2018,3,1
3466000,2018,0,0
3466000,2018,2,1
3466001,2018,2,0
3466001,2018,0,1
3466002,2018,0,0
3466002,2018,2,1
3466003,2017,1,0
3466003,2017,1,1
3466004,2018,0,0
3466004,2018,2,1
3466005,2018,1,0
3466005,2018,1,1
3466006,2018,1,0
3466006,2018,1,1
3466007,2018,2,0
3466007,2018,0,1
3466008,2018,1,0
3466008,2018,0,1
3466009,2018,3,0
3466009,2018,2,1
3466010,2018,1,0
3466010,2018,2,1
3466011,2018,0,0
3466011,2018,2,1
3466012,2018,2,0
3466012,2018,3,1
3466013,2018,2,0
3466013,2018,0,1
3466014,2018,0,0
3466014,2018,1,1
3466015,2018,1,0
3466015,2018,0,1
3466016,2018,1,0
3466016,2018,0,1
3466017,2018,0,0
3466017,2018,2,1
3466018,2018,2,0
3466018,2018,1,1
3466019,2018,1,0
3466019,2018,1,1
3466020,2018,1,0
3466020,2018,0,1
3466021,2018,1,0
3466021,2018,0,1
3466022,2018,3,0
3466022,2018,3,1
3466023,2018,1,0
3466023,2018,0,1
3466024,2018,1,0
3466024,2018,0,1
3466025,2018,0,0
3466025,2018,1,1
3466026,2018,1,0
3466026,2018,1,1
3466027,2018,1,0
3466027,2018,1,1
3466028,2018,1,0
3466028,2018,1,1
3466029,2018,2,0
3466029,2018,0,1
3466030,2018,2,0
3466030,2018,2,1
3466031,2018,2,0
3466031,2018,0,1
3466032,2018,2,0
3466032,2018,0,1
3466033,2018,0,0
3466033,2018,5,1
3466034,2018,1,0
3466034,2018,1,1
3466035,2018,2,0
3466035,2018,1,1
3466036,2018,3,0
3466036,2018,1,1
3466037,2018,0,0
3466037,2018,4,1
3466038,2018,0,0
3466038,2018,1,1
3466039,2018,1,0
3466039,2018,0,1
3466040,2018,1,0
3466040,2018,0,1
3466041,2018,1,0
3466041,2018,2,1
3466042,2018,1,0
3466042,2018,1,1
3466043,2018,2,0
3466043,2018,1,1
3466044,2018,1,0
3466044,2018,1,1
3466045,2018,3,0
3466045,2018,0,1
3466046,2018,0,0
3466046,2018,2,1
3466047,2018,1,0
3466047,2018,1,1
3466048,2018,0,0
3466048,2018,1,1
3466049,2018,0,0
3466049,2018,2,1
3466050,2018,1,0
3466050,2018,1,1
3466051,2018,1,0
3466051,2018,1,1
3466052,2018,0,0
3466052,2018,3,1
3466053,2018,0,0
3466053,2018,1,1
3466054,2018,1,0
3466054,2018,0,1
3466055,2018,1,0
3466055,2018,0,1
3466056,2018,0,0
3466056,2018,2,1
3466057,2018,0,0
3466057,2018,2,1
3466058,2018,1,0
3466058,2018,1,1
3466059,2018,1,0
3466059,2018,1,1
3466060,2018,1,0
3466060,2018,0,1
3466061,2018,3,0
3466061,2018,0,1
3466062,2018,2,0
3466062,2018,0,1
3466063,2018,2,0
3466063,2018,1,1
3466064,2018,1,0
3466064,2018,0,1
3466065,2018,2,0
3466065,2018,1,1
3466066,2018,3,0
3466066,2018,3,1
3466067,2018,4,0
3466067,2018,2,1
3466068,2018,0,0
3466068,2018,1,1
3466069,2018,2,0
3466069,2018,1,1
3466070,2018,1,0
3466070,2018,2,1
3466071,2018,1,0
3466071,2018,0,1
3466072,2018,0,0
3466072,2018,2,1
3466073,2018,1,0
3466073,2018,1,1
3466074,2018,1,0
3466074,2018,0,1
3466075,2018,3,0
3466075,2018,0,1
3466076,2018,1,0
3466076,2018,2,1
3466077,2018,1,0
3466077,2018,0,1
3466078,2018,3,0
3466078,2018,0,1
3466079,2018,1,0
3466079,2018,0,1
3466080,2018,1,0
3466080,2018,0,1
3466081,2018,2,0
3466081,2018,2,1
3466082,2018,2,0
3466082,2018,0,1
3466083,2018,1,0
3466083,2018,1,1
3466084,2018,1,0
3466084,2018,1,1
3466085,2018,1,0
3466085,2018,0,1
3466086,2018,2,0
3466086,2018,2,1
3466087,2018,2,0
3466087,2018,2,1
3466088,2018,1,0
3466088,2018,1,1
3466089,2018,2,0
3466089,2018,0,1
3466090,2018,4,0
3466090,2018,2,1
3466091,2018,2,0
3466091,2018,1,1
3466092,2018,0,0
3466092,2018,2,1
3466093,2018,2,0
3466093,2018,0,1
3466094,2018,0,0
3466094,2018,0,1
3466095,2018,0,0
3466095,2018,0,1
3466096,2018,1,0
3466096,2018,0,1
3466097,2018,5,0
3466097,2018,3,1
3466098,2018,1,0
3466098,2018,1,1
3466099,2018,1,0
3466099,2018,1,1
3466100,2018,1,0
3466100,2018,1,1
3466101,2018,2,0
3466101,2018,1,1
3466102,2017,3,0
3466102,2017,0,1
3466103,2018,2,0
3466103,2018,2,1
3466104,2018,2,0
3466104,2018,1,1
3466105,2018,1,0
3466105,2018,1,1
3466106,2018,2,0
3466106,2018,0,1
3466107,2018,2,0
3466107,2018,1,1
3466108,2018,0,0
3466108,2018,2,1
3466109,2018,1,0
3466109,2018,0,1
3466110,2018,3,0
3466110,2018,0,1
3466111,2018,2,0
3466111,2018,1,1
3466112,2018,2,0
3466112,2018,0,1
3466113,2018,1,0
3466113,2018,0,1
3466114,2018,1,0
3466114,2018,2,1
3466115,2018,1,0
3466115,2018,1,1
3466116,2018,0,0
3466116,2018,2,1
3466117,2018,1,0
3466117,2018,1,1
3466118,2018,2,0
3466118,2018,0,1
3466119,2018,1,0
3466119,2018,2,1
3466120,2018,2,0
3466120,2018,1,1
3466121,2018,0,0
3466121,2018,1,1
3466122,2018,1,0
3466122,2018,0,1
3466123,2018,3,0
3466123,2018,3,1
3466124,2018,2,0
3466124,2018,1,1
3466125,2018,1,0
3466125,2018,0,1
3466126,2018,3,0
3466126,2018,0,1
3466127,2018,1,0
3466127,2018,2,1
3466128,2018,2,0
3466128,2018,1,1
3466129,2018,0,0
3466129,2018,2,1
3466130,2018,1,0
3466130,2018,5,1
3466131,2018,1,0
3466131,2018,1,1
3466132,2018,0,0
3466132,2018,1,1
3466133,2018,2,0
3466133,2018,0,1
3466134,2018,1,0
3466134,2018,3,1
3466135,2018,0,0
3466135,2018,1,1
3466136,2018,1,0
3466136,2018,0,1
3466137,2018,2,0
3466137,2018,0,1
3466138,2018,2,0
3466138,2018,2,1
3466139,2018,1,0
3466139,2018,0,1
3466140,2018,0,0
3466140,2018,1,1
3466141,2018,1,0
3466141,2018,0,1
3466142,2018,1,0
3466142,2018,0,1
3466143,2018,3,0
3466143,2018,1,1
3466144,2018,0,0
3466144,2018,2,1
3466145,2018,1,0
3466145,2018,2,1
3466146,2018,0,0
3466146,2018,1,1
3466147,2018,2,0
3466147,2018,4,1
3466148,2018,1,0
3466148,2018,1,1
3466149,2018,3,0
3466149,2018,1,1
3466150,2018,0,0
3466150,2018,2,1
3466151,2018,1,0
3466151,2018,2,1
3466152,2018,1,0
3466152,2018,1,1
3466153,2018,1,0
3466153,2018,1,1
3466154,2018,0,0
3466154,2018,2,1
3466155,2018,1,0
3466155,2018,0,1
3466156,2018,1,0
3466156,2018,0,1
3466157,2018,2,0
3466157,2018,0,1
3466158,2018,2,0
3466158,2018,0,1
